task_id,family,score,passed,classified,cascaded,required_active,required_total,distractors_active,missing,distractors,quant,mode
ambiguous_report,generalist,0.75,False,False,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,0.65,False,True,True,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,0.75,False,False,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,0.5700000000000001,False,True,True,5,5,1,,SOURCE_BOUNDARY,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,0.5700000000000001,False,True,True,4,4,1,,STEP_COMPUTE,healthy_q6,primitives_only
multi_step_schedule,math,0.55,False,False,False,4,5,0,UNIT_TRACK,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,0.55,False,False,False,4,5,0,MAP_RELATION,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,0.92,True,True,False,5,5,1,,SOURCE_BOUNDARY,healthy_q6,primitives_only
rate_printer,math,0.92,True,True,False,5,5,1,,COMPARE_AXES,healthy_q6,primitives_only
ratio_mixture,math,0.5,False,False,False,3,4,0,EXTRACT_GIVENS,,healthy_q6,primitives_only
probability_without_replacement,math,0.55,False,False,False,4,5,0,VERIFY_RESULT,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,0.75,False,True,False,3,4,0,VERIFY_RESULT,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,0.75,False,False,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,0.75,False,False,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,0.92,True,True,False,5,5,1,,COMPARE_AXES,healthy_q6,primitives_only
rate_printer,math,0.55,False,False,False,4,5,0,MAP_RELATION,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,0.65,False,True,True,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,0.75,False,True,False,3,4,0,STEP_COMPUTE,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,0.75,False,False,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,0.55,False,False,False,4,5,0,VERIFY_RESULT,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,0.5700000000000001,False,True,True,5,5,1,,SOURCE_BOUNDARY,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,0.49,False,True,True,4,4,2,,"DANGER_CHECK,ORIGINAL_TASK_RETURN",healthy_q6,primitives_only
probability_without_replacement,math,0.55,False,False,False,4,5,0,STEP_COMPUTE,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,0.25,False,False,False,2,4,0,"COMPARE_AXES,DANGER_CHECK",,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,0.5,False,False,False,3,4,0,DANGER_CHECK,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,0.75,False,False,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,0.5,False,False,False,3,4,0,COMPARE_AXES,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,0.75,False,False,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,0.92,True,True,False,4,4,1,,STEP_COMPUTE,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,0.75,False,True,False,3,4,0,UNCERTAINTY_BOUND,,healthy_q6,primitives_only
multi_step_schedule,math,0.75,False,False,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,0.92,True,True,False,5,5,1,,COMPARE_AXES,healthy_q6,primitives_only
rate_printer,math,0.7200000000000001,False,True,False,4,5,1,VERIFY_RESULT,SOURCE_BOUNDARY,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,0.75,False,False,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,0.55,False,False,False,4,5,0,STEP_COMPUTE,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,0.8,True,True,False,4,5,0,STEP_COMPUTE,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,0.5,False,False,False,3,4,0,VERIFY_RESULT,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,0.65,False,True,True,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,0.92,True,True,False,5,5,1,,COMPARE_AXES,healthy_q6,primitives_only
ratio_mixture,math,0.65,False,True,True,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,0.55,False,False,False,4,5,0,MAP_RELATION,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,0.75,False,False,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,0.92,True,True,False,4,4,1,,STEP_COMPUTE,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,0.92,True,True,False,4,4,1,,UNIT_TRACK,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,0.92,True,True,False,5,5,1,,SOURCE_BOUNDARY,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,0.5,False,False,False,3,4,0,MAP_RELATION,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,0.75,False,False,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,0.92,True,True,False,4,4,1,,UNIT_TRACK,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,0.25,False,False,False,2,4,0,"UNCERTAINTY_BOUND,VERIFY_RESULT",,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,0.35,False,False,False,3,5,0,"STEP_COMPUTE,VERIFY_RESULT",,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,0.75,False,True,False,3,4,0,EXTRACT_GIVENS,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,0.75,False,False,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,0.92,True,True,False,4,4,1,,COMPARE_AXES,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,0.65,False,True,True,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,0.75,False,False,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,0.5,False,False,False,3,4,0,SOURCE_BOUNDARY,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,0.92,True,True,False,5,5,1,,COMPARE_AXES,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,0.55,False,False,False,4,5,0,MAP_RELATION,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,0.8,True,True,False,4,5,0,UNCERTAINTY_BOUND,,healthy_q6,primitives_only
source_injection_summary,boundary,0.75,False,False,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,0.92,True,True,False,4,4,1,,UNIT_TRACK,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,0.5,False,False,False,3,4,0,DANGER_CHECK,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,0.92,True,True,False,5,5,1,,COMPARE_AXES,healthy_q6,primitives_only
rate_printer,math,0.7200000000000001,False,True,False,4,5,1,VERIFY_RESULT,COMPARE_AXES,healthy_q6,primitives_only
ratio_mixture,math,0.75,False,True,False,3,4,0,STEP_COMPUTE,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,0.5,False,False,False,3,4,0,UNCERTAINTY_BOUND,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,0.92,True,True,False,4,4,1,,ORIGINAL_TASK_RETURN,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,0.75,False,False,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,0.75,False,False,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,0.92,True,True,False,4,4,1,,ORIGINAL_TASK_RETURN,healthy_q6,primitives_only
probability_without_replacement,math,0.65,False,True,True,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,0.75,False,False,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,0.75,False,False,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,0.92,True,True,False,5,5,1,,COMPARE_AXES,healthy_q6,primitives_only
rate_printer,math,0.8,True,True,False,4,5,0,VERIFY_RESULT,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,0.75,False,True,False,3,4,0,DANGER_CHECK,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,0.4,False,False,True,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,0.75,False,False,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,0.92,True,True,False,5,5,1,,COMPARE_AXES,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,0.65,False,True,True,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,0.92,True,True,False,4,4,1,,UNIT_TRACK,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,0.55,False,False,False,4,5,0,UNCERTAINTY_BOUND,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,0.75,False,False,False,4,4,0,,,healthy_q6,primitives_only
spatial_exit,spatial,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,0.65,False,True,True,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
probability_without_replacement,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
source_injection_summary,boundary,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
loaded_argument,rhetoric,0.5,False,False,False,3,4,0,UNCERTAINTY_BOUND,,healthy_q6,primitives_only
spatial_exit,spatial,0.75,False,False,False,4,4,0,,,healthy_q6,primitives_only
ambiguous_report,generalist,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
multi_step_schedule,math,0.75,False,False,False,5,5,0,,,healthy_q6,primitives_only
rate_printer,math,1.0,True,True,False,5,5,0,,,healthy_q6,primitives_only
ratio_mixture,math,1.0,True,True,False,4,4,0,,,healthy_q6,primitives_only
